src_idx,tgt_idx,weight
29,73,165.93079999999998
32,24,3938.798349999999
10,44,1071.8088199999997
54,22,538.0465300000001
24,44,24794.08363000001
31,44,2103.8884799999996
71,22,2136.7153100000005
22,71,3052.841610000002
73,17,2474.344050000001
44,44,380603.0311270004
10,24,973.0262099999999
24,10,545.4214000000001
16,17,34534.65435000001
32,44,780.00078
44,24,23746.282440000006
22,54,194.23523000000003
72,12,43311.40332999999
24,24,208935.73088600015
17,73,1718.8623400000001
19,72,3403.01347
72,24,21862.220720000012
24,11,93.71600000000001
72,9,421.6615700000001
11,24,160.11652
17,17,770091.2361920022
17,16,20591.157350000005
72,29,5396.67245
64,51,233.66767
17,71,9398.63037999999
61,32,11615.727869999995
12,29,10674.571720000004
12,49,6056.91459
9,73,439.90950000000004
11,44,457.60329999999993
44,32,228.12250000000003
29,49,6615.855020000003
51,64,245.07287
44,10,539.3622400000002
49,29,5356.448530000002
71,17,11255.958049999985
72,44,22446.20596000001
0,29,107.8889
44,72,18378.23654000001
72,5,299.19164
44,11,22.2721
29,70,2636.7584100000004
32,43,5960.512870000004
24,32,1970.3063199999997
25,17,48.0397
12,73,1114.5812800000003
51,73,83.0196
24,72,19399.542280000012
12,72,42807.4127799999
8,17,12856.568510000001
43,43,351024.8874110025
29,12,12778.641760000017
61,31,8456.866069999996
43,32,1917.2907999999998
72,19,2202.39212
44,31,828.1040299999999
8,33,115.56990000000002
32,42,804.48741
24,33,310.96941
24,31,2069.0258799999997
71,21,245.68519
72,17,5241.386520000002
11,42,186.9555
42,32,438.9078
42,42,540211.1457789983
17,72,8113.128739999999
42,43,11760.588959999995
37,71,7347.56276
21,71,513.1631300000001
71,37,6326.226069999999
33,16,63.3454
40,40,2600061.150907138
71,40,19313.295130000035
42,70,1492.8565000000006
33,44,174.09344
70,42,2896.121050000001
40,71,13593.068789999994
24,42,25505.451419999998
24,70,810.87784
22,40,866.6199500000002
40,22,480.9978900000001
52,72,671.8168999999999
70,24,1122.1640999999997
33,24,319.20049
33,8,92.74449000000001
42,24,24976.13033000003
37,72,21441.95683000001
40,72,33688.60069
72,40,32574.08835999998
17,8,15752.923480000001
44,33,264.64798
54,41,7122.8993
33,42,147.4363
21,70,1770.0022899999994
22,41,3089.139159999999
70,10,993.54662
41,54,1661.93275
43,42,16038.992579999991
70,21,381.23572999999993
41,41,825008.2004130079
43,24,16826.634299999998
71,41,9963.176199999996
10,36,2314.7880299999997
